Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobSatisfaction,RelationshipSatisfaction,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,27.0,Travel_Rarely,Sales,11,3,Medical,4,2,1,0.0,0,0
No,51.0,Travel_Rarely,Research & Development,11,2,Technical Degree,2,2,5,2.0,0,3
No,18.0,Non-Travel,Research & Development,1,3,Life Sciences,4,3,0,0.0,0,0
No,35.0,Travel_Rarely,Research & Development,1,3,Medical,4,2,9,7.0,0,0
No,27.0,,Sales,2,1,Life Sciences,4,2,6,2.0,0,0
Yes,55.0,Travel_Rarely,Sales,13,4,Marketing,3,3,19,7.0,3,8
No,56.0,,Research & Development,23,3,Life Sciences,2,1,19,16.0,15,9
No,34.0,Non-Travel,Research & Development,26,1,Technical Degree,3,3,5,4.0,0,0
No,40.0,,Research & Development,2,1,Medical,3,2,12,11.0,11,8
No,34.0,Travel_Rarely,Research & Development,29,3,Medical,3,1,8,7.0,7,7
Yes,,Travel_Frequently,Sales,2,3,Life Sciences,4,3,1,0.0,0,0
Yes,35.0,Travel_Frequently,Sales,18,4,Marketing,3,3,4,2.0,3,2
No,38.0,Travel_Frequently,Research & Development,7,3,Life Sciences,3,4,4,2.0,0,3
No,34.0,Travel_Rarely,Research & Development,2,4,Technical Degree,4,4,14,11.0,4,11
No,28.0,Travel_Rarely,Sales,26,3,Life Sciences,1,3,5,3.0,0,4
Yes,31.0,Travel_Rarely,Research & Development,22,4,Medical,3,4,10,2.0,6,7
No,39.0,Travel_Rarely,Sales,21,4,Life Sciences,4,4,5,4.0,1,4
No,51.0,Travel_Frequently,Sales,2,3,Marketing,2,2,4,2.0,3,2
No,41.0,Travel_Frequently,Research & Development,22,3,Life Sciences,4,1,6,2.0,3,3
No,37.0,Travel_Rarely,Research & Development,4,1,Life Sciences,3,4,6,4.0,1,3
No,33.0,Travel_Frequently,Sales,5,1,Life Sciences,4,1,5,,1,2
No,32.0,Travel_Rarely,Sales,2,1,Marketing,2,1,3,2.0,1,2
No,,Non-Travel,Research & Development,25,2,Life Sciences,3,2,6,4.0,0,5
No,25.0,,Sales,18,1,Life Sciences,3,2,3,2.0,1,2
No,52.0,Travel_Frequently,Research & Development,28,2,Medical,3,2,5,3.0,0,2
No,43.0,Travel_Rarely,Research & Development,6,3,Medical,3,1,20,7.0,1,8
No,27.0,Travel_Rarely,Sales,10,3,Marketing,4,4,6,2.0,4,4
Yes,27.0,Travel_Rarely,Research & Development,17,4,Life Sciences,3,4,8,2.0,7,7
No,26.0,Travel_Rarely,Research & Development,2,1,Medical,4,4,4,3.0,1,1
No,,Travel_Rarely,Human Resources,10,3,Human Resources,1,3,20,,0,9
No,52.0,Travel_Rarely,Research & Development,8,4,Other,1,3,5,4.0,0,4
No,37.0,Travel_Rarely,Research & Development,11,3,Medical,3,1,3,2.0,0,2
No,35.0,Travel_Frequently,Research & Development,18,2,Life Sciences,4,3,2,2.0,2,2
No,25.0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,2,3,2.0,0,2
No,26.0,Travel_Rarely,Research & Development,7,3,Other,1,4,7,7.0,0,7
No,29.0,Travel_Rarely,Human Resources,17,3,Other,1,1,10,9.0,0,9
Yes,49.0,Travel_Frequently,Research & Development,28,2,Life Sciences,1,1,4,3.0,1,3
Yes,29.0,Travel_Frequently,Research & Development,14,1,Other,4,1,8,7.0,7,7
No,54.0,Travel_Rarely,Research & Development,1,3,Medical,4,4,20,7.0,12,7
No,58.0,Travel_Rarely,Research & Development,1,3,Medical,1,3,9,8.0,1,5
No,55.0,Travel_Rarely,Research & Development,1,4,Medical,4,4,7,7.0,0,0
No,,Travel_Rarely,Sales,3,4,Marketing,2,4,5,4.0,0,1
Yes,31.0,Travel_Frequently,Sales,1,4,Life Sciences,3,2,1,0.0,0,0
No,30.0,Travel_Rarely,Sales,7,4,Marketing,1,2,3,2.0,0,2
No,31.0,Travel_Rarely,Research & Development,8,5,Life Sciences,2,3,3,2.0,1,0
No,34.0,Travel_Frequently,Research & Development,1,4,Other,1,3,4,3.0,1,3
Yes,31.0,Travel_Rarely,Research & Development,8,3,Life Sciences,2,3,1,0.0,0,0
No,27.0,Travel_Rarely,Research & Development,11,1,Life Sciences,1,2,5,0.0,1,4
No,36.0,,Research & Development,4,4,Life Sciences,4,3,10,,1,8
No,36.0,Travel_Rarely,Sales,16,4,Marketing,1,1,3,2.0,0,2
No,47.0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,3,6,5.0,1,2
Yes,25.0,Travel_Rarely,Sales,9,2,Life Sciences,1,1,3,2.0,2,2
No,37.0,Non-Travel,Research & Development,5,2,Technical Degree,3,1,6,5.0,1,3
No,56.0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,4,3,2.0,1,0
No,47.0,,Research & Development,2,4,Medical,3,2,20,17.0,5,6
No,24.0,Travel_Rarely,Sales,4,1,Medical,3,3,5,,0,3
No,32.0,Travel_Rarely,Sales,7,5,Marketing,4,3,4,3.0,0,3
No,34.0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,1,5,,0,2
No,,Travel_Rarely,Research & Development,5,5,Medical,3,1,4,2.0,0,3
No,40.0,Non-Travel,Research & Development,9,4,Other,3,3,8,7.0,0,7
No,31.0,Travel_Rarely,Sales,8,2,Life Sciences,4,1,13,7.0,9,9
Yes,46.0,Travel_Rarely,Sales,9,3,Marketing,4,1,7,7.0,4,3
Yes,39.0,Non-Travel,Research & Development,2,3,Life Sciences,1,2,1,0.0,0,0
Yes,31.0,Travel_Frequently,Research & Development,1,5,Life Sciences,2,1,10,8.0,4,7
No,45.0,Travel_Rarely,Research & Development,20,3,Medical,1,2,7,,0,7
No,31.0,Travel_Rarely,Human Resources,8,2,Medical,2,4,3,2.0,0,2
Yes,31.0,Travel_Frequently,Research & Development,2,3,Life Sciences,4,3,2,2.0,2,2
No,45.0,Travel_Rarely,Research & Development,29,3,Technical Degree,4,4,3,1.0,1,2
No,48.0,Travel_Rarely,Sales,7,3,Marketing,1,1,2,2.0,2,2
Yes,34.0,Travel_Rarely,Human Resources,9,4,Technical Degree,3,4,2,2.0,2,2
No,40.0,Non-Travel,Research & Development,8,1,Medical,2,3,9,8.0,4,8
No,28.0,Travel_Rarely,Sales,5,3,Medical,1,4,5,4.0,1,3
No,44.0,Non-Travel,Research & Development,5,3,Life Sciences,3,4,5,2.0,0,3
No,,Travel_Rarely,Research & Development,2,3,Medical,2,2,9,8.0,8,8
No,49.0,Travel_Rarely,Research & Development,5,4,Technical Degree,3,2,3,2.0,1,2
No,40.0,Travel_Rarely,Research & Development,2,3,Medical,3,3,3,1.0,1,2
No,44.0,Travel_Rarely,Research & Development,20,3,Life Sciences,2,3,5,2.0,1,3
No,33.0,Travel_Frequently,Sales,7,3,Medical,1,1,4,,0,3
No,34.0,Travel_Rarely,Sales,3,3,Other,1,4,13,9.0,3,12
No,30.0,Travel_Rarely,Sales,16,1,Life Sciences,3,3,2,1.0,2,2
No,42.0,Travel_Frequently,Research & Development,9,2,Medical,4,3,12,9.0,5,8
No,44.0,Travel_Frequently,Sales,1,5,Marketing,3,3,1,0.0,0,0
No,30.0,,Research & Development,7,3,Technical Degree,3,2,1,0.0,0,0
No,57.0,Travel_Rarely,Research & Development,1,2,Life Sciences,3,1,12,9.0,2,8
No,49.0,Travel_Rarely,Research & Development,7,4,Life Sciences,2,2,8,7.0,0,7
No,34.0,Travel_Frequently,Research & Development,15,3,Medical,1,4,14,8.0,6,9
Yes,28.0,Travel_Frequently,Sales,1,3,Technical Degree,3,4,3,2.0,1,2
Yes,29.0,Travel_Frequently,Sales,13,3,Technical Degree,2,1,5,3.0,0,0
Yes,34.0,Travel_Rarely,Sales,24,4,Medical,2,3,15,9.0,10,10
No,35.0,Travel_Rarely,Sales,7,1,Life Sciences,3,1,1,0.0,0,0
Yes,24.0,Travel_Frequently,Research & Development,9,3,Medical,1,3,0,0.0,0,0
No,24.0,Non-Travel,Sales,13,2,Life Sciences,2,3,1,0.0,0,0
No,44.0,Travel_Frequently,Research & Development,2,1,Medical,3,2,2,2.0,2,2
No,29.0,Travel_Rarely,Sales,19,3,Life Sciences,3,3,10,7.0,0,4
No,30.0,Travel_Rarely,Human Resources,1,3,Life Sciences,3,1,5,3.0,1,3
No,55.0,Travel_Rarely,Research & Development,4,4,Life Sciences,3,2,3,2.0,1,2
No,33.0,Travel_Rarely,Research & Development,4,4,Medical,2,4,5,4.0,0,2
No,47.0,Travel_Rarely,Sales,14,3,Medical,3,3,5,4.0,1,2
Yes,28.0,Travel_Frequently,Research & Development,2,2,Medical,1,3,0,0.0,0,0
No,28.0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,4,1,0.0,0,0
No,28.0,Travel_Frequently,Sales,7,3,Life Sciences,1,4,4,2.0,1,3
No,49.0,Travel_Rarely,Research & Development,3,2,Medical,1,1,3,,1,2
No,29.0,,Research & Development,2,1,Life Sciences,2,3,3,2.0,0,2
No,28.0,Travel_Rarely,Research & Development,29,1,Life Sciences,2,2,8,6.0,1,7
No,,Travel_Rarely,Research & Development,8,5,Life Sciences,3,1,0,0.0,0,0
No,32.0,Travel_Rarely,Research & Development,10,3,Medical,4,2,5,2.0,0,0
No,54.0,Travel_Frequently,Research & Development,11,4,Medical,4,1,14,9.0,1,12
Yes,29.0,Travel_Rarely,Research & Development,1,4,Technical Degree,1,3,9,7.0,0,7
No,44.0,Travel_Rarely,Research & Development,28,3,Life Sciences,1,3,20,6.0,14,17
No,39.0,Travel_Rarely,Research & Development,6,3,Life Sciences,2,4,2,0.0,2,2
No,46.0,Travel_Rarely,Sales,3,3,Life Sciences,2,4,13,12.0,5,1
No,35.0,Travel_Rarely,Research & Development,16,3,Life Sciences,2,4,11,8.0,3,3
No,23.0,Travel_Rarely,Research & Development,20,1,Life Sciences,3,2,4,3.0,1,2
Yes,40.0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,2,5,4.0,1,0
No,34.0,Travel_Rarely,Sales,1,3,Technical Degree,3,4,10,9.0,8,6
Yes,31.0,Travel_Frequently,Research & Development,3,3,Life Sciences,3,1,7,2.0,7,7
No,50.0,Travel_Frequently,Research & Development,22,5,Medical,4,4,32,6.0,13,9
No,34.0,,Sales,7,2,Technical Degree,3,2,11,10.0,5,7
No,42.0,Travel_Rarely,Research & Development,2,3,Medical,2,2,1,0.0,0,0
No,37.0,Travel_Rarely,Research & Development,13,3,Medical,4,1,10,8.0,3,7
No,,,Research & Development,8,1,Other,1,3,7,7.0,0,7
No,33.0,Travel_Rarely,Research & Development,25,3,Life Sciences,2,4,5,3.0,0,2
No,45.0,Travel_Rarely,Research & Development,28,3,Technical Degree,4,4,5,4.0,0,3
No,42.0,Travel_Frequently,Research & Development,2,3,Life Sciences,4,3,20,8.0,13,9
No,40.0,Travel_Rarely,Sales,9,2,Medical,1,4,8,4.0,7,1
No,33.0,Travel_Rarely,Research & Development,28,4,Life Sciences,3,2,15,14.0,5,7
No,40.0,Travel_Rarely,Human Resources,6,2,Medical,4,4,21,7.0,7,7
No,24.0,Travel_Rarely,Research & Development,21,2,Technical Degree,1,2,1,1.0,0,0
No,,Non-Travel,Research & Development,8,2,Life Sciences,4,3,2,2.0,2,2
No,45.0,Travel_Rarely,Research & Development,1,4,Technical Degree,2,1,10,8.0,7,7
No,,,Sales,28,4,Life Sciences,3,1,5,3.0,4,2
No,,Travel_Rarely,Research & Development,5,2,Life Sciences,2,1,7,,2,5
No,36.0,Travel_Rarely,Sales,2,4,Life Sciences,4,4,3,2.0,1,2
No,48.0,Travel_Rarely,Sales,16,4,Life Sciences,3,3,8,7.0,7,7
No,29.0,Travel_Rarely,Research & Development,9,3,Life Sciences,3,1,1,0.0,0,0
No,,Travel_Rarely,Sales,8,4,Life Sciences,1,4,2,2.0,2,2
Yes,30.0,Travel_Rarely,Sales,1,3,Life Sciences,1,4,10,8.0,6,7
No,38.0,Travel_Frequently,Human Resources,10,4,Human Resources,3,3,6,3.0,1,2
No,35.0,Travel_Rarely,Research & Development,1,3,Medical,1,2,3,0.0,1,2
No,30.0,Travel_Rarely,Sales,29,4,Technical Degree,2,2,4,,1,3
Yes,35.0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,4,1,0.0,0,0
Yes,53.0,Travel_Rarely,Research & Development,2,5,Technical Degree,4,2,33,,1,9
Yes,38.0,Travel_Rarely,Research & Development,2,3,Medical,2,1,5,2.0,1,4
No,32.0,Non-Travel,Research & Development,1,4,Technical Degree,1,2,6,5.0,1,2
No,48.0,Travel_Rarely,Research & Development,15,4,Other,1,4,8,2.0,7,6
No,34.0,Travel_Rarely,Research & Development,7,4,Medical,4,3,1,0.0,0,0
No,55.0,Travel_Rarely,Sales,26,5,Marketing,4,3,36,6.0,2,13
No,34.0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,2,2,,2,1
No,26.0,Travel_Rarely,Research & Development,3,3,Life Sciences,4,1,1,0.0,0,0
No,38.0,Travel_Rarely,Sales,14,3,Life Sciences,2,4,9,8.0,7,7
No,38.0,Travel_Rarely,Sales,16,3,Life Sciences,2,2,3,2.0,1,2
No,36.0,Travel_Rarely,Sales,1,4,Life Sciences,3,1,1,0.0,0,0
No,29.0,Travel_Rarely,Research & Development,3,1,Medical,1,4,10,9.0,1,5
No,,Travel_Rarely,Research & Development,10,4,Medical,3,3,5,,0,4
No,39.0,Travel_Rarely,Sales,6,3,Medical,3,1,7,6.0,7,6
No,29.0,Travel_Frequently,Research & Development,2,1,Life Sciences,4,4,6,4.0,1,3
No,50.0,Travel_Rarely,Sales,9,3,Marketing,3,3,1,0.0,0,0
No,23.0,Travel_Rarely,Research & Development,10,3,Technical Degree,3,4,2,2.0,2,2
No,36.0,Travel_Frequently,Research & Development,6,4,Life Sciences,1,4,3,2.0,0,2
No,42.0,Travel_Rarely,Research & Development,9,2,Other,4,4,1,,0,1
No,35.0,Travel_Rarely,Research & Development,28,3,Life Sciences,3,4,10,9.0,6,8
No,34.0,Travel_Frequently,Research & Development,10,4,Technical Degree,3,2,8,,7,7
No,40.0,Travel_Rarely,Sales,14,2,Life Sciences,1,3,5,4.0,1,2
No,43.0,Travel_Rarely,Research & Development,27,3,Technical Degree,2,3,6,4.0,0,2
No,35.0,Travel_Rarely,Research & Development,7,2,Life Sciences,4,4,1,0.0,0,1
No,46.0,Travel_Rarely,Sales,1,4,Life Sciences,1,2,26,0.0,0,12
Yes,28.0,Travel_Rarely,Research & Development,24,3,Medical,2,3,1,1.0,0,0
No,22.0,Non-Travel,Research & Development,26,2,Other,3,2,4,2.0,1,3
No,50.0,Travel_Frequently,Research & Development,20,5,Medical,3,3,30,8.0,12,13
No,32.0,Travel_Rarely,Research & Development,5,4,Other,4,4,3,2.0,0,2
No,44.0,Travel_Rarely,Research & Development,7,3,Medical,4,4,22,7.0,1,10
No,30.0,Travel_Rarely,Research & Development,7,3,Medical,2,2,6,,1,1
No,45.0,Travel_Rarely,Research & Development,5,5,Medical,1,1,10,7.0,1,4
No,45.0,Non-Travel,Sales,26,3,Marketing,1,1,10,7.0,4,5
No,31.0,Travel_Frequently,Sales,2,4,Other,1,4,5,2.0,0,3
No,36.0,Travel_Rarely,Research & Development,12,4,Life Sciences,3,2,3,2.0,1,1
No,34.0,Travel_Frequently,Research & Development,10,4,Life Sciences,4,1,9,7.0,7,2
No,49.0,Travel_Rarely,Research & Development,25,4,Life Sciences,1,4,9,,1,4
No,39.0,,Research & Development,10,5,Medical,1,4,7,7.0,7,7
No,27.0,Travel_Rarely,Research & Development,19,3,Other,1,1,7,7.0,0,7
No,35.0,Travel_Rarely,Research & Development,18,5,Life Sciences,1,4,16,15.0,1,10
No,,Travel_Rarely,Research & Development,27,3,Medical,1,2,5,3.0,0,0
No,21.0,Travel_Rarely,Research & Development,5,1,Medical,4,3,2,2.0,2,2
Yes,18.0,Travel_Frequently,Sales,3,2,Medical,4,3,0,,0,0
No,47.0,Travel_Rarely,Human Resources,26,4,Life Sciences,3,3,5,2.0,1,0
No,39.0,Travel_Rarely,Research & Development,3,2,Medical,3,4,10,8.0,0,7
No,40.0,Travel_Rarely,Research & Development,15,3,Life Sciences,3,4,18,15.0,14,12
No,35.0,Non-Travel,Research & Development,8,4,Life Sciences,3,4,14,11.0,2,9
No,37.0,Travel_Rarely,Research & Development,19,3,Life Sciences,3,1,4,3.0,0,2
No,39.0,Travel_Frequently,Research & Development,4,3,Medical,3,4,9,2.0,3,8
No,45.0,Travel_Rarely,Research & Development,2,2,Other,4,1,10,7.0,3,9
No,38.0,Travel_Rarely,Research & Development,2,2,Medical,3,4,5,4.0,0,2
Yes,,Travel_Rarely,Sales,10,3,Medical,1,3,13,12.0,6,0
No,37.0,Travel_Rarely,Research & Development,10,3,Medical,2,1,8,4.0,7,7
No,40.0,Travel_Rarely,Research & Development,16,3,Life Sciences,4,4,4,,3,3
No,44.0,Travel_Frequently,Human Resources,1,5,Human Resources,4,3,10,7.0,0,2
No,48.0,Travel_Frequently,Research & Development,4,5,Medical,4,2,2,2.0,2,2
Yes,35.0,Travel_Rarely,Sales,15,2,Medical,4,4,2,2.0,2,2
No,24.0,Travel_Frequently,Research & Development,2,1,Technical Degree,4,3,6,3.0,1,3
No,27.0,Travel_Rarely,Research & Development,8,3,Medical,3,1,3,2.0,0,2
No,27.0,Travel_Frequently,Research & Development,2,3,Medical,4,3,4,2.0,1,2
Yes,,,Research & Development,7,3,Life Sciences,1,2,4,2.0,0,3
No,29.0,Travel_Rarely,Sales,10,3,Medical,3,3,5,2.0,1,4
No,36.0,Travel_Rarely,Research & Development,5,4,Life Sciences,1,3,3,2.0,0,2
No,25.0,Travel_Frequently,Research & Development,2,1,Life Sciences,3,3,7,7.0,0,7
No,,Travel_Rarely,Research & Development,12,3,Medical,2,3,5,4.0,1,0
No,49.0,,Research & Development,22,4,Other,2,2,4,2.0,1,2
No,50.0,,Research & Development,17,5,Life Sciences,1,3,14,11.0,1,11
No,20.0,Travel_Rarely,Sales,2,3,Medical,3,1,2,2.0,2,2
No,34.0,Travel_Rarely,Research & Development,3,3,Life Sciences,2,3,11,8.0,7,9
No,36.0,Travel_Rarely,Research & Development,7,3,Life Sciences,2,3,4,3.0,1,3
No,49.0,Travel_Rarely,Research & Development,6,1,Life Sciences,3,2,15,11.0,2,12
No,36.0,Non-Travel,Research & Development,1,4,Medical,3,3,3,2.0,1,2
No,36.0,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1,5,4.0,0,4
No,,Travel_Rarely,Research & Development,22,5,Medical,3,3,10,8.0,4,7
No,43.0,Travel_Rarely,Research & Development,15,2,Life Sciences,3,1,14,10.0,6,11
Yes,35.0,Travel_Frequently,Sales,12,4,Other,4,1,11,9.0,6,7
No,38.0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,4,13,,2,9
No,29.0,Travel_Rarely,Sales,5,3,Medical,2,2,10,0.0,0,9
No,33.0,Travel_Rarely,Sales,2,4,Medical,4,3,6,2.0,0,4
No,32.0,Travel_Rarely,Research & Development,2,3,Medical,2,3,9,5.0,1,6
No,31.0,Travel_Rarely,Sales,5,4,Life Sciences,4,1,10,0.0,0,2
No,49.0,Travel_Rarely,Research & Development,16,3,Medical,1,2,2,2.0,2,2
No,38.0,Travel_Frequently,Research & Development,2,3,Medical,2,2,4,3.0,3,3
No,47.0,Travel_Rarely,Sales,2,4,Life Sciences,2,3,3,2.0,1,2
No,49.0,Travel_Rarely,Research & Development,1,3,Life Sciences,3,1,8,7.0,0,0
No,41.0,Travel_Rarely,Sales,23,2,Life Sciences,3,4,2,,0,2
No,20.0,Travel_Rarely,Sales,9,1,Life Sciences,1,1,2,2.0,0,2
No,33.0,Non-Travel,Sales,16,3,Life Sciences,4,3,6,5.0,1,2
No,,Travel_Rarely,Research & Development,26,4,Life Sciences,3,2,3,,0,2
No,44.0,Travel_Rarely,Human Resources,1,3,Life Sciences,4,1,2,2.0,2,2
Yes,23.0,Travel_Rarely,Research & Development,8,1,Medical,3,1,5,4.0,1,2
No,38.0,Travel_Rarely,Research & Development,4,2,Medical,3,4,0,0.0,0,0
No,53.0,Travel_Rarely,Research & Development,24,4,Medical,4,3,4,3.0,1,2
Yes,48.0,Travel_Frequently,Sales,7,2,Medical,3,3,9,7.0,7,7
Yes,32.0,Travel_Rarely,Research & Development,2,4,Life Sciences,2,1,1,0.0,0,0
No,26.0,Non-Travel,Research & Development,7,3,Medical,4,3,7,7.0,5,7
No,55.0,,Research & Development,22,3,Technical Degree,2,4,4,2.0,1,2
No,34.0,Travel_Rarely,Research & Development,5,2,Medical,4,3,15,10.0,4,13
No,60.0,Travel_Rarely,Research & Development,1,4,Medical,4,3,1,0.0,0,0
No,33.0,Travel_Rarely,Research & Development,21,3,Medical,2,4,14,11.0,2,13
No,37.0,Travel_Frequently,Sales,1,4,Medical,4,3,6,3.0,1,3
No,34.0,Travel_Rarely,Research & Development,19,3,Life Sciences,4,2,10,9.0,8,7
Yes,23.0,,Sales,7,3,Life Sciences,4,2,3,2.0,0,2
No,44.0,Travel_Rarely,Research & Development,2,3,Life Sciences,4,2,8,7.0,6,7
No,35.0,Travel_Frequently,Research & Development,2,4,Medical,4,3,5,4.0,1,4
No,43.0,Travel_Rarely,Sales,2,3,Medical,4,1,10,9.0,8,8
No,24.0,Travel_Rarely,Research & Development,9,3,Medical,3,4,5,,0,4
No,41.0,Travel_Rarely,Sales,6,3,Marketing,3,2,10,8.0,8,7
No,29.0,Travel_Rarely,Research & Development,9,4,Medical,3,3,5,,1,2
No,36.0,Travel_Rarely,Sales,2,4,Life Sciences,4,3,13,7.0,6,7
No,45.0,Non-Travel,Research & Development,1,1,Life Sciences,3,4,23,15.0,14,4
Yes,24.0,Travel_Rarely,Human Resources,22,1,Human Resources,3,3,1,0.0,0,0
Yes,47.0,Travel_Frequently,Sales,9,3,Life Sciences,3,3,23,,14,10
No,26.0,Travel_Rarely,Research & Development,17,4,Medical,3,3,3,2.0,0,2
No,,,Research & Development,28,2,Technical Degree,2,3,21,6.0,8,6
No,32.0,Travel_Frequently,Research & Development,10,3,Life Sciences,3,1,5,2.0,1,3
No,31.0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,4,5,,0,3
No,41.0,Non-Travel,Human Resources,4,3,Human Resources,2,2,3,2.0,1,2
No,40.0,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2,1,0.0,0,0
No,24.0,Travel_Rarely,Research & Development,29,1,Medical,1,2,6,,1,2
No,46.0,Travel_Rarely,Research & Development,13,4,Life Sciences,2,4,10,7.0,0,9
No,35.0,Travel_Rarely,Research & Development,27,4,Life Sciences,3,2,7,7.0,0,7
No,30.0,Travel_Rarely,Research & Development,16,1,Life Sciences,4,2,10,0.0,0,8
No,47.0,Non-Travel,Sales,2,4,Marketing,2,4,1,0.0,0,0
No,46.0,Travel_Rarely,Sales,2,3,Life Sciences,4,2,10,6.0,0,3
Yes,,Travel_Rarely,Sales,13,5,Marketing,1,2,2,2.0,2,2
Yes,32.0,Travel_Rarely,Sales,1,2,Life Sciences,2,2,0,0.0,0,0
No,23.0,Travel_Rarely,Research & Development,4,1,Medical,2,3,3,2.0,1,2
No,31.0,Travel_Frequently,Research & Development,24,1,Technical Degree,4,4,5,4.0,1,4
No,39.0,Non-Travel,Research & Development,1,3,Life Sciences,4,4,9,8.0,5,8
No,,,Sales,19,3,Life Sciences,3,3,4,3.0,0,2
No,40.0,Travel_Rarely,Sales,7,4,Medical,2,2,21,8.0,12,8
No,45.0,Travel_Rarely,Human Resources,4,3,Life Sciences,3,3,5,0.0,0,3
No,30.0,Travel_Frequently,Research & Development,2,4,Technical Degree,1,4,9,7.0,0,7
No,24.0,,Human Resources,10,3,Medical,4,4,2,2.0,2,1
Yes,30.0,Travel_Frequently,Human Resources,8,3,Human Resources,4,3,4,2.0,1,2
No,31.0,Travel_Rarely,Sales,5,3,Technical Degree,3,3,5,2.0,0,2
No,27.0,Travel_Rarely,Research & Development,8,3,Medical,4,3,6,2.0,1,4
Yes,29.0,,Sales,9,3,Marketing,2,3,2,2.0,2,2
No,29.0,,Research & Development,1,3,Life Sciences,3,4,3,2.0,0,2
No,30.0,Travel_Rarely,Sales,15,2,Marketing,1,1,7,7.0,1,7
No,34.0,Travel_Rarely,Research & Development,2,4,Medical,4,1,5,0.0,1,2
No,33.0,Non-Travel,Sales,2,3,Marketing,2,4,11,7.0,1,7
No,49.0,Travel_Rarely,Sales,11,4,Marketing,4,3,5,,0,4
Yes,33.0,Travel_Rarely,Sales,16,3,Life Sciences,1,3,0,0.0,0,0
No,38.0,Travel_Frequently,Research & Development,2,2,Medical,2,2,6,1.0,0,5
Yes,,Travel_Rarely,Sales,16,4,Marketing,3,1,1,0.0,0,0
No,29.0,,Research & Development,4,3,Technical Degree,1,3,1,0.0,0,0
No,30.0,,Research & Development,16,3,Life Sciences,3,3,7,0.0,1,7
No,32.0,,Research & Development,5,4,Technical Degree,2,2,7,,0,7
No,38.0,Travel_Rarely,Research & Development,18,3,Medical,4,3,1,0.0,1,0
Yes,43.0,Travel_Frequently,Research & Development,17,3,Technical Degree,3,4,1,,0,0
No,42.0,Travel_Rarely,Research & Development,12,3,Medical,2,2,5,3.0,0,4
No,55.0,Travel_Rarely,Research & Development,2,3,Medical,1,2,1,0.0,0,0
No,,Non-Travel,Research & Development,4,3,Technical Degree,2,4,9,8.0,1,7
No,41.0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,2,5,3.0,0,4
No,34.0,Non-Travel,Sales,10,3,Life Sciences,3,3,15,14.0,0,7
No,53.0,Non-Travel,Research & Development,1,4,Medical,3,4,3,2.0,0,2
No,43.0,Travel_Rarely,Human Resources,2,3,Life Sciences,4,2,9,7.0,1,8
No,,Travel_Rarely,Sales,3,2,Life Sciences,4,1,2,2.0,2,2
Yes,21.0,Travel_Rarely,Sales,7,1,Marketing,2,2,1,0.0,1,0
No,38.0,Travel_Rarely,Research & Development,6,2,Other,3,2,5,4.0,0,4
Yes,22.0,,Research & Development,8,1,Medical,1,3,1,0.0,0,0
No,31.0,Travel_Rarely,Sales,29,4,Marketing,4,1,12,7.0,5,7
No,51.0,,Research & Development,3,3,Technical Degree,3,4,2,2.0,2,2
No,37.0,Travel_Rarely,Sales,9,2,Marketing,2,1,5,2.0,0,3
No,46.0,Travel_Rarely,Research & Development,2,4,Medical,4,3,2,1.0,2,2
No,36.0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,4,12,8.0,5,7
Yes,44.0,Travel_Frequently,Research & Development,1,2,Medical,2,3,5,3.0,2,3
No,37.0,Travel_Rarely,Human Resources,8,2,Other,2,3,10,0.0,4,7
Yes,35.0,Travel_Rarely,Sales,27,3,Life Sciences,4,4,10,7.0,7,7
No,33.0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,2,10,8.0,7,6
No,28.0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,3,5,3.0,0,3
No,,Travel_Rarely,Research & Development,10,1,Medical,3,3,4,3.0,2,2
No,46.0,Non-Travel,Sales,26,2,Life Sciences,2,3,2,2.0,2,2
No,40.0,Travel_Rarely,Research & Development,2,2,Life Sciences,1,4,4,3.0,0,2
No,42.0,Travel_Rarely,Research & Development,13,3,Medical,1,3,0,,0,0
No,35.0,Non-Travel,Research & Development,2,2,Medical,4,3,7,7.0,1,7
No,38.0,Non-Travel,Human Resources,2,3,Human Resources,2,4,11,10.0,3,8
Yes,34.0,Travel_Frequently,Research & Development,9,4,Life Sciences,1,3,7,1.0,0,7
Yes,37.0,Travel_Rarely,Research & Development,10,4,Medical,1,2,10,3.0,0,8
No,39.0,Travel_Frequently,Sales,20,3,Life Sciences,4,4,2,1.0,2,2
