Shipment_ID,Route,Carrier,Cargo_Type,Season,Planned_Duration_hr,Actual_Duration_hr,Delay_hr,Route_Deviation_km,Avg_Speed_kmh,Distance_km,Fuel_Consumed_L,Fuel_per_100km,Border_Crossing,Border_Delay_hr,Planned_Stops,Actual_Stops,Cargo_Temp_C,Cargo_Humidity_pct,Shipment_Weight_kg,Declared_Value_USD,Hard_Braking_Events,Speeding_Events,Idle_Time_hr,Maint_Days_Since
1663,Shymkent-Taraz,EuroAsia Cargo,Industrial,Autumn,3.0,3.76,0.76,0.0,53.2,200,56.6,28.32,0,0.0,2,3,13.4,45.0,6314,124941,3,4,1.41,31
1664,Aktau-Atyrau,KazTrans,Automotive,Spring,7.0,7.74,0.74,20.4,62.0,480,139.1,28.99,0,0.0,1,1,20.0,55.3,10263,189069,2,4,1.31,4
1665,Astana-Novosibirsk,KazTrans,Electronics,Autumn,18.0,21.48,3.48,5.2,66.6,1430,417.8,29.22,1,2.14,1,1,22.5,51.7,7663,503049,8,3,1.1,30
1666,Almaty-Astana,SteppeLog,FMCG,Spring,14.0,16.33,2.33,10.9,67.3,1100,340.3,30.94,0,0.0,2,2,19.1,48.2,7400,86015,2,0,0.12,46
1667,Almaty-Astana,KazTrans,Electronics,Winter,14.0,15.95,1.95,5.4,69.0,1100,329.9,29.99,0,0.0,1,1,18.5,55.9,8687,113584,5,1,1.46,2
1668,Almaty-Tashkent,KazTrans,FMCG,Spring,10.0,14.3,4.3,25.8,48.2,690,198.3,28.73,1,3.05,3,3,19.2,39.4,9755,633688,3,4,1.22,1
1669,Astana-Novosibirsk,EuroAsia Cargo,Electronics,Autumn,18.0,22.68,4.68,18.6,63.0,1430,477.2,33.37,1,2.54,2,2,19.6,60.9,6534,124045,0,2,1.42,89
1670,Aktobe-Atyrau,SteppeLog,Electronics,Summer,8.0,8.76,0.76,2.6,64.0,560,144.5,25.81,0,0.0,2,2,18.5,44.4,5251,268568,2,3,0.0,89
1671,Astana-Novosibirsk,SteppeLog,Industrial,Spring,18.0,21.23,3.23,18.2,67.3,1430,357.8,25.02,1,0.83,1,1,15.3,55.6,9713,537750,2,1,0.64,32
1672,Almaty-Bishkek,TransCentral,Food,Autumn,4.0,9.78,5.78,20.8,24.5,240,81.0,33.74,1,4.6,2,2,3.7,59.7,6314,199617,2,2,2.87,67
1673,Almaty-Tashkent,EuroAsia Cargo,Food,Autumn,10.0,12.28,2.28,35.7,56.2,690,392.5,56.89,1,0.5,3,1,20.0,52.3,4458,198937,7,4,0.91,38
1674,Almaty-Astana,SilkFreight,Food,Winter,14.0,17.39,3.39,11.7,63.2,1100,332.2,30.2,0,0.0,3,3,6.0,59.6,4445,124856,5,2,1.24,74
1675,Almaty-Astana,KazTrans,Electronics,Summer,14.0,15.97,1.97,27.1,68.9,1100,289.1,26.29,0,0.0,3,3,21.4,46.3,10934,686523,3,1,1.2,65
1676,Almaty-Astana,SilkFreight,Pharma,Summer,14.0,16.08,2.08,27.5,68.4,1100,326.3,29.67,0,0.0,3,4,4.3,55.8,9037,421865,8,2,0.85,70
1677,Almaty-Tashkent,SteppeLog,Food,Autumn,10.0,13.19,3.19,41.2,52.3,690,213.7,30.97,1,1.76,1,2,4.2,50.3,12783,565239,4,3,2.02,83
1678,Almaty-Astana,KazTrans,FMCG,Winter,14.0,16.49,2.49,12.5,66.7,1100,286.6,26.05,0,0.0,1,2,19.2,51.3,11912,465602,3,1,1.64,53
1679,Aktau-Atyrau,TransCentral,Food,Summer,7.0,3.95,-3.05,18.3,121.5,480,115.4,24.05,0,0.0,3,1,19.4,54.7,9349,381495,26,31,1.06,18
1680,Aktau-Atyrau,SteppeLog,Pharma,Summer,7.0,7.99,0.99,28.6,60.1,480,123.0,25.63,0,0.0,3,3,3.1,65.1,5240,234502,1,0,0.92,74
1681,Shymkent-Taraz,TransCentral,FMCG,Winter,3.0,4.42,1.42,27.1,45.3,200,59.8,29.88,0,0.0,3,3,18.7,42.4,12381,965432,2,2,1.74,58
1682,Almaty-Astana,SteppeLog,FMCG,Summer,14.0,15.07,1.07,32.7,73.0,1100,332.4,30.22,0,0.0,3,3,17.4,58.7,9338,461786,4,1,0.95,3
1683,Astana-Omsk,SilkFreight,Automotive,Summer,10.0,13.76,3.76,24.4,55.2,760,243.1,31.98,1,3.16,1,1,22.8,51.1,7075,237146,4,0,1.65,21
1684,Shymkent-Taraz,TransCentral,Automotive,Spring,3.0,3.92,0.92,10.6,51.0,200,55.8,27.89,0,0.0,2,2,17.3,50.1,11879,635140,1,1,0.8,13
1685,Astana-Novosibirsk,TransCentral,Electronics,Autumn,18.0,26.65,8.65,24.9,53.7,1430,454.2,31.76,1,4.44,3,3,17.6,58.8,7755,172731,3,1,1.43,61
1686,Astana-Novosibirsk,SteppeLog,FMCG,Spring,18.0,23.0,5.0,14.6,62.2,1430,383.0,26.79,1,3.76,3,3,20.2,41.7,7187,397919,5,6,1.15,62
1687,Astana-Omsk,KazTrans,FMCG,Summer,10.0,14.73,4.73,38.9,51.6,760,197.3,25.96,1,3.62,1,1,17.6,55.7,4138,73509,2,2,1.06,9
1688,Almaty-Tashkent,TransCentral,Food,Spring,10.0,13.82,3.82,39.8,49.9,690,211.7,30.68,1,1.55,1,1,2.8,49.6,9932,729384,4,1,1.17,68
1689,Aktau-Atyrau,SteppeLog,Automotive,Autumn,7.0,9.4,2.4,2.1,51.1,480,133.4,27.79,0,0.0,1,1,18.2,55.1,11983,189015,2,2,1.48,86
1690,Shymkent-Taraz,KazTrans,FMCG,Autumn,3.0,3.75,0.75,3.5,53.4,200,54.7,27.35,0,0.0,1,1,16.9,58.5,9568,389860,4,3,1.5,45
1691,Almaty-Tashkent,SilkFreight,FMCG,Autumn,10.0,39.58,29.58,14.0,17.4,690,190.7,27.64,1,19.7,2,1,18.3,59.5,6997,154829,3,1,0.39,71
1692,Almaty-Tashkent,SteppeLog,Automotive,Summer,10.0,11.48,1.48,0.0,60.1,690,185.0,26.81,1,0.84,3,3,20.2,47.9,8345,415816,2,0,1.19,39
1693,Aktau-Atyrau,KazTrans,Electronics,Autumn,7.0,21.53,14.53,17.6,22.3,480,122.5,25.52,0,0.0,1,3,15.1,48.8,8104,204399,27,1,6.66,104
1694,Aktau-Atyrau,EuroAsia Cargo,FMCG,Autumn,7.0,8.68,1.68,30.2,55.3,480,141.2,29.42,0,0.0,3,3,18.5,62.5,8349,310627,4,1,1.08,53
1695,Astana-Novosibirsk,SilkFreight,Food,Summer,18.0,22.21,4.21,6.5,64.4,1430,399.1,27.91,1,1.61,1,1,3.1,41.6,5174,80319,6,1,0.74,76
1696,Almaty-Bishkek,EuroAsia Cargo,Industrial,Winter,4.0,8.94,4.94,9.2,26.8,240,70.0,29.18,1,2.97,3,3,17.3,53.0,5332,387414,1,2,1.16,7
1697,Almaty-Tashkent,EuroAsia Cargo,FMCG,Spring,10.0,30.68,20.68,15.5,22.5,690,205.1,29.73,1,3.51,3,1,18.0,49.7,9672,327141,16,2,6.26,113
1698,Aktau-Atyrau,EuroAsia Cargo,Pharma,Spring,7.0,7.36,0.36,20.3,65.2,480,125.2,26.08,0,0.0,2,2,3.5,41.0,6032,420127,2,1,1.66,4
1699,Almaty-Bishkek,EuroAsia Cargo,FMCG,Spring,4.0,9.47,5.47,42.3,25.3,240,85.3,35.54,1,4.6,3,4,16.1,54.6,7783,213979,2,5,0.37,12
1700,Almaty-Astana,TransCentral,Pharma,Autumn,14.0,15.92,1.92,42.7,69.1,1100,343.6,31.24,0,0.0,1,1,6.1,58.1,6584,288968,5,2,0.65,58
1701,Almaty-Tashkent,SteppeLog,FMCG,Winter,10.0,6.62,-3.38,5.9,104.2,690,184.3,26.71,1,2.61,2,3,17.6,47.8,9432,255228,23,24,0.77,3
1702,Almaty-Bishkek,SilkFreight,Electronics,Spring,4.0,7.21,3.21,20.2,33.3,240,72.0,30.0,1,2.14,2,2,17.4,50.6,3853,304855,2,2,0.15,47
1703,Astana-Omsk,KazTrans,Pharma,Winter,10.0,12.67,2.67,15.7,60.0,760,208.4,27.42,1,1.85,1,1,16.2,92.3,12239,362588,1,1,1.57,62
1704,Shymkent-Taraz,SilkFreight,Food,Spring,3.0,4.73,1.73,11.3,42.3,200,52.0,26.02,0,0.0,1,1,2.0,50.1,6254,102722,4,1,0.87,6
1705,Almaty-Astana,SteppeLog,Automotive,Spring,14.0,15.51,1.51,22.3,70.9,1100,290.4,26.4,0,0.0,1,1,17.4,54.1,12600,875834,3,1,1.35,48
1706,Shymkent-Taraz,SteppeLog,Industrial,Spring,3.0,3.91,0.91,10.6,51.1,200,58.5,29.24,0,0.0,2,2,17.4,46.9,11879,891225,1,1,1.81,70
1707,Aktau-Atyrau,KazTrans,FMCG,Winter,7.0,9.62,2.62,4.3,49.9,480,135.3,28.19,0,0.0,3,3,17.8,48.8,6708,115041,1,1,1.7,35
1708,Almaty-Bishkek,SilkFreight,FMCG,Autumn,4.0,7.79,3.79,0.0,30.8,240,71.8,29.9,1,3.65,2,2,19.0,48.7,7071,470698,5,2,0.0,11
1709,Aktobe-Atyrau,EuroAsia Cargo,Pharma,Spring,8.0,10.03,2.03,14.0,55.8,560,147.1,26.27,0,0.0,2,3,4.3,48.2,4045,67563,6,1,1.07,45
1710,Almaty-Tashkent,EuroAsia Cargo,FMCG,Autumn,10.0,16.44,6.44,28.9,42.0,690,281.0,40.73,1,4.25,1,1,20.5,41.4,24943,155843,9,1,2.04,60
1711,Almaty-Bishkek,TransCentral,Food,Autumn,4.0,7.89,3.89,36.3,30.4,240,79.8,33.25,1,2.59,2,2,4.9,68.7,11127,511272,5,3,1.14,15
1712,Almaty-Astana,SilkFreight,Electronics,Autumn,14.0,14.88,0.88,11.4,73.9,1100,335.4,30.49,0,0.0,1,1,21.6,57.0,11084,440138,5,2,0.07,48
1713,Aktobe-Atyrau,SilkFreight,FMCG,Autumn,8.0,9.77,1.77,36.9,57.3,560,137.6,24.57,0,0.0,2,2,13.2,39.2,11637,167726,4,1,1.08,56
1714,Almaty-Astana,SilkFreight,Pharma,Summer,14.0,14.8,0.8,28.0,74.3,1100,290.8,26.43,0,0.0,2,2,3.7,42.2,10318,241771,3,2,2.27,61
1715,Almaty-Bishkek,SteppeLog,Food,Autumn,4.0,8.38,4.38,17.0,28.6,240,68.3,28.48,1,3.04,3,3,0.3,58.2,7337,73514,3,3,1.09,43
1716,Aktau-Atyrau,SilkFreight,FMCG,Summer,7.0,8.23,1.23,40.3,58.3,480,249.3,51.93,0,0.0,1,2,16.5,56.2,7695,249159,2,2,0.14,71
1717,Almaty-Bishkek,SilkFreight,Food,Winter,4.0,9.36,5.36,33.9,25.6,240,69.0,28.76,1,2.79,3,3,4.2,51.9,10400,105445,4,0,1.52,59
1718,Almaty-Astana,SilkFreight,FMCG,Spring,14.0,15.12,1.12,7.8,72.7,1100,326.6,29.69,0,0.0,2,2,14.2,65.5,9003,376146,1,1,1.28,49
1719,Aktobe-Atyrau,TransCentral,Pharma,Spring,8.0,9.58,1.58,10.6,58.5,560,140.9,25.17,0,0.0,3,4,3.6,45.5,4684,42901,0,4,1.52,45
1720,Almaty-Bishkek,SilkFreight,Electronics,Spring,4.0,7.85,3.85,23.4,30.6,240,80.0,33.31,1,2.94,3,3,20.1,57.5,8419,43753,4,1,1.74,80
1721,Almaty-Tashkent,SilkFreight,Food,Winter,10.0,14.33,4.33,21.8,48.1,690,202.8,29.39,1,1.42,2,2,1.3,64.4,11991,314355,6,1,1.5,52
1722,Shymkent-Taraz,SteppeLog,Food,Spring,3.0,4.41,1.41,41.6,45.4,200,49.0,24.5,0,0.0,3,3,2.5,56.7,7362,428162,3,2,1.68,23
1723,Astana-Novosibirsk,TransCentral,FMCG,Summer,18.0,21.96,3.96,21.7,65.1,1430,420.9,29.43,1,2.27,3,3,17.7,54.7,12385,593489,2,0,0.59,17
1724,Shymkent-Taraz,SteppeLog,Industrial,Winter,3.0,4.0,1.0,18.3,50.0,200,57.0,28.49,0,0.0,1,1,21.3,39.9,7323,538564,1,0,1.3,34
1725,Aktobe-Atyrau,KazTrans,Automotive,Autumn,8.0,9.82,1.82,20.5,57.0,560,165.3,29.52,0,0.0,2,3,22.4,50.3,7633,399261,1,4,1.66,54
1726,Aktau-Atyrau,TransCentral,Pharma,Spring,7.0,8.58,1.58,12.7,55.9,480,145.5,30.31,0,0.0,1,1,5.1,56.6,5469,330986,2,3,0.81,80
1727,Astana-Omsk,EuroAsia Cargo,Industrial,Winter,10.0,15.15,5.15,24.7,50.2,760,221.9,29.19,1,2.85,3,3,17.2,53.3,9756,206638,1,2,2.14,33
1728,Aktau-Atyrau,SteppeLog,FMCG,Winter,7.0,8.6,1.6,20.2,55.8,480,128.6,26.78,0,0.0,3,4,16.2,50.8,11029,848588,1,3,0.95,8
1729,Almaty-Tashkent,TransCentral,Food,Spring,10.0,14.42,4.42,12.8,47.8,690,189.0,27.4,1,2.54,1,2,6.6,52.1,10674,534889,3,3,1.03,32
1730,Almaty-Bishkek,KazTrans,Electronics,Spring,4.0,8.94,4.94,25.6,26.8,240,73.0,30.4,1,4.01,2,3,18.6,48.6,11845,343639,4,2,0.77,4
1731,Almaty-Bishkek,SteppeLog,Automotive,Autumn,4.0,8.76,4.76,19.7,27.4,240,78.2,32.57,1,3.57,3,3,17.8,58.7,8482,631907,2,4,1.66,21
1732,Astana-Novosibirsk,SilkFreight,Industrial,Winter,18.0,29.48,11.48,25.5,48.5,1430,363.3,25.41,1,3.19,1,1,18.6,54.8,3153,214135,0,1,1.2,12
1733,Almaty-Bishkek,EuroAsia Cargo,FMCG,Summer,4.0,6.7,2.7,18.3,35.8,240,78.9,32.89,1,1.04,1,1,15.4,40.0,8389,243365,6,3,1.59,50
1734,Shymkent-Taraz,EuroAsia Cargo,Automotive,Winter,3.0,5.12,2.12,26.5,39.0,200,61.1,30.54,0,0.0,3,3,18.4,54.3,12142,619389,2,2,1.43,4
1735,Almaty-Astana,EuroAsia Cargo,FMCG,Autumn,14.0,16.73,2.73,52.3,65.8,1100,360.3,32.75,0,0.0,1,1,20.2,38.5,9199,242677,3,3,2.41,0
1736,Aktobe-Atyrau,TransCentral,FMCG,Spring,8.0,5.57,-2.43,10.0,100.6,560,137.5,24.55,0,0.0,3,3,19.8,48.6,5988,270770,21,25,0.05,8
1737,Almaty-Astana,EuroAsia Cargo,Electronics,Summer,14.0,35.86,21.86,19.1,30.7,1100,288.3,26.21,1,27.09,3,3,14.0,46.8,11640,297683,4,2,0.91,23
1738,Almaty-Astana,KazTrans,Food,Summer,14.0,14.23,0.23,0.0,77.3,1100,322.8,29.34,0,0.0,2,2,1.0,59.4,6252,226960,6,1,1.28,69
1739,Astana-Omsk,SteppeLog,Industrial,Autumn,10.0,13.55,3.55,0.0,56.1,760,214.0,28.16,1,2.12,2,2,17.6,34.8,9071,694570,4,2,2.16,1
1740,Astana-Omsk,KazTrans,Industrial,Spring,10.0,14.17,4.17,32.2,53.7,760,214.8,28.26,1,2.89,1,1,17.5,41.9,8687,649385,3,1,2.15,66
1741,Almaty-Bishkek,TransCentral,FMCG,Spring,4.0,7.72,3.72,9.3,31.1,240,71.0,29.6,1,2.24,1,1,21.8,49.8,6782,92744,5,2,1.81,56
1742,Almaty-Bishkek,SteppeLog,Food,Spring,4.0,7.38,3.38,5.9,32.5,240,68.1,28.38,1,2.05,2,2,0.7,49.5,5856,350371,5,4,1.88,59
1743,Astana-Novosibirsk,EuroAsia Cargo,Pharma,Autumn,18.0,19.5,1.5,31.1,73.3,1430,404.8,28.31,1,0.64,2,2,4.2,59.7,6505,104297,6,3,1.3,10
1744,Astana-Novosibirsk,TransCentral,Food,Winter,18.0,21.77,3.77,10.8,65.7,1430,383.5,26.82,1,1.04,3,4,1.7,51.7,11116,296500,4,1,0.53,68
1745,Almaty-Tashkent,SteppeLog,Automotive,Winter,10.0,17.89,7.89,22.5,38.6,690,210.7,30.53,1,5.4,1,1,17.5,69.1,7120,452874,3,1,1.19,13
1746,Almaty-Astana,TransCentral,Industrial,Autumn,14.0,16.55,2.55,18.3,66.5,1100,293.3,26.66,0,0.0,3,3,17.7,53.4,8830,114398,3,2,0.68,31
1747,Almaty-Tashkent,TransCentral,FMCG,Winter,10.0,16.42,6.42,34.4,42.0,690,201.4,29.18,1,3.61,2,2,21.0,50.2,8137,461831,2,4,2.31,12
1748,Almaty-Astana,TransCentral,Industrial,Autumn,14.0,15.28,1.28,2.8,72.0,1100,333.2,30.29,0,0.0,1,1,15.2,63.4,11108,730282,3,4,1.06,60
1749,Astana-Omsk,SilkFreight,FMCG,Autumn,10.0,14.01,4.01,19.1,54.3,760,198.2,26.08,1,2.28,2,2,18.6,59.0,7851,359089,7,3,0.7,32
1750,Almaty-Tashkent,TransCentral,Industrial,Spring,10.0,15.25,5.25,10.6,45.3,690,183.8,26.64,1,4.28,3,3,20.0,53.0,10157,89893,3,3,0.55,74
1751,Almaty-Tashkent,SteppeLog,Food,Spring,10.0,15.41,5.41,4.3,44.8,690,194.4,28.17,1,3.16,2,2,3.2,51.4,10262,611111,5,5,0.32,62
1752,Almaty-Bishkek,KazTrans,Food,Summer,4.0,9.05,5.05,26.4,26.5,240,69.9,29.11,1,4.07,3,3,2.5,40.0,6913,115778,2,2,1.2,67
1753,Astana-Novosibirsk,SteppeLog,Industrial,Spring,18.0,21.38,3.38,15.4,66.9,1430,395.7,27.67,1,1.9,2,2,17.5,62.1,9335,301933,4,4,1.53,82
1754,Almaty-Tashkent,TransCentral,Food,Summer,10.0,14.32,4.32,9.6,48.2,690,218.0,31.6,1,4.32,1,1,2.9,58.0,7101,274131,2,3,0.96,18
1755,Astana-Omsk,SilkFreight,Automotive,Autumn,10.0,16.35,6.35,17.2,46.5,760,254.2,33.45,1,3.67,2,2,20.3,47.1,4884,355507,4,2,1.66,61
1756,Almaty-Tashkent,TransCentral,Industrial,Spring,10.0,13.03,3.03,28.5,53.0,690,173.1,25.09,1,1.49,1,1,16.2,43.6,4992,117413,3,3,1.1,46
1757,Astana-Omsk,SilkFreight,Automotive,Spring,10.0,12.32,2.32,20.8,61.7,760,203.7,26.8,1,0.52,1,1,18.8,53.7,1872,134501,2,1,0.15,15
1758,Astana-Omsk,SilkFreight,Pharma,Spring,10.0,14.41,4.41,11.3,52.8,760,230.0,30.26,1,3.71,3,3,4.3,41.6,4961,175069,3,3,1.1,23
1759,Almaty-Astana,SilkFreight,Pharma,Spring,14.0,14.67,0.67,0.0,75.0,1100,337.9,30.71,0,0.0,3,4,4.3,71.1,4812,59895,3,2,1.03,49
1760,Astana-Omsk,SilkFreight,Industrial,Summer,10.0,15.23,5.23,15.9,49.9,760,190.0,25.0,1,3.74,1,1,23.0,51.6,4132,218292,2,2,1.6,69
1761,Shymkent-Taraz,SteppeLog,Food,Winter,3.0,3.14,0.14,7.1,63.8,200,52.0,26.01,0,0.0,2,2,2.3,52.5,6694,433719,2,4,1.89,34
1762,Aktobe-Atyrau,EuroAsia Cargo,Automotive,Spring,8.0,8.65,0.65,10.0,64.7,560,134.1,23.95,0,0.0,2,2,18.0,49.1,10252,305965,7,1,1.51,76
1763,Astana-Novosibirsk,SteppeLog,FMCG,Summer,18.0,22.23,4.23,14.5,64.3,1430,369.9,25.87,1,3.16,1,1,17.5,63.4,5972,227574,3,1,2.07,21
1764,Almaty-Bishkek,TransCentral,Electronics,Spring,4.0,7.29,3.29,21.8,32.9,240,68.4,28.48,1,2.22,1,2,16.4,53.9,13194,213488,2,2,0.31,48
1765,Almaty-Astana,SilkFreight,Food,Spring,14.0,15.1,1.1,32.2,72.9,1100,295.7,26.88,0,0.0,2,3,3.5,52.7,9902,572982,2,0,0.32,87
1766,Astana-Novosibirsk,KazTrans,Pharma,Summer,18.0,22.58,4.58,14.4,63.3,1430,471.6,32.98,1,2.74,1,1,3.2,43.3,7487,188117,3,0,0.35,1
1767,Aktobe-Atyrau,SteppeLog,Industrial,Autumn,8.0,10.63,2.63,32.1,52.7,560,145.4,25.97,0,0.0,2,2,18.3,50.6,9434,48621,3,1,0.0,22
1768,Aktau-Atyrau,TransCentral,Electronics,Summer,7.0,8.18,1.18,20.8,58.7,480,117.8,24.55,0,0.0,3,3,17.9,53.2,4647,305931,2,2,1.11,64
1769,Astana-Novosibirsk,SilkFreight,Automotive,Spring,18.0,21.71,3.71,12.2,65.9,1430,447.7,31.31,1,2.44,2,2,21.4,56.0,12628,523057,2,6,1.45,88
1770,Almaty-Tashkent,SilkFreight,Pharma,Summer,10.0,12.11,2.11,45.3,57.0,690,200.0,28.98,1,1.2,2,2,3.9,61.2,9539,178681,3,2,1.98,8
1771,Aktobe-Atyrau,TransCentral,Electronics,Autumn,8.0,9.33,1.33,19.2,60.0,560,137.7,24.6,0,0.0,1,2,13.1,60.0,7068,395443,5,0,0.86,84
1772,Almaty-Astana,TransCentral,FMCG,Autumn,14.0,14.84,0.84,9.9,74.1,1100,294.5,26.78,0,0.0,3,4,20.3,37.7,8009,501498,5,2,0.95,31
1773,Astana-Novosibirsk,KazTrans,Electronics,Autumn,18.0,22.54,4.54,23.8,63.4,1430,459.1,32.1,1,3.12,3,3,18.0,30.0,9900,749410,3,0,1.24,49
1774,Almaty-Astana,SilkFreight,Industrial,Winter,14.0,19.76,5.76,35.1,55.7,1100,280.9,25.54,0,0.0,1,1,21.9,64.8,8449,440461,1,3,0.77,88
1775,Aktau-Atyrau,KazTrans,Electronics,Summer,7.0,7.54,0.54,35.1,63.6,480,129.3,26.93,0,0.0,3,3,13.8,52.1,4103,272142,3,5,1.35,63
1776,Astana-Novosibirsk,TransCentral,FMCG,Winter,18.0,22.25,4.25,24.3,64.3,1430,402.6,28.16,1,2.95,2,2,15.4,49.6,9586,467209,1,0,2.07,75
1777,Almaty-Bishkek,EuroAsia Cargo,Food,Autumn,4.0,7.91,3.91,7.9,30.4,240,80.2,33.44,1,3.41,2,2,0.8,57.0,8269,576932,4,1,1.9,28
1778,Aktau-Atyrau,EuroAsia Cargo,Food,Spring,7.0,7.98,0.98,24.5,60.1,480,126.7,26.4,0,0.0,3,3,2.4,61.4,9453,538184,4,1,1.56,88
1779,Aktobe-Atyrau,SilkFreight,Industrial,Summer,8.0,8.73,0.73,11.3,64.2,560,124.2,22.19,0,0.0,3,3,21.0,35.4,6109,421944,4,2,0.0,28
1780,Astana-Novosibirsk,SteppeLog,Electronics,Winter,18.0,23.73,5.73,14.0,60.3,1430,429.8,30.05,1,1.85,2,2,19.7,38.7,6609,524680,6,2,1.03,50
1781,Astana-Omsk,SilkFreight,Pharma,Spring,10.0,15.18,5.18,10.2,50.1,760,227.1,29.88,1,3.51,3,3,6.0,61.5,4613,99177,3,1,1.92,42
1782,Astana-Omsk,EuroAsia Cargo,Automotive,Winter,10.0,15.71,5.71,20.0,48.4,760,205.8,27.08,1,4.24,3,3,16.7,56.4,7811,469746,7,2,2.28,7
1783,Almaty-Tashkent,EuroAsia Cargo,Pharma,Winter,10.0,12.41,2.41,22.4,55.6,690,178.9,25.93,1,0.87,3,3,5.6,50.2,10859,315415,3,2,1.58,11
1784,Almaty-Bishkek,TransCentral,Automotive,Summer,4.0,8.7,4.7,20.9,27.6,240,72.4,30.15,1,2.77,2,2,12.8,66.4,8220,66902,4,1,0.91,43
1785,Aktobe-Atyrau,SilkFreight,Electronics,Winter,8.0,10.39,2.39,14.3,53.9,560,150.3,26.84,0,0.0,1,1,20.9,70.2,8368,298054,3,0,0.81,24
1786,Aktobe-Atyrau,KazTrans,Food,Winter,8.0,10.32,2.32,12.6,54.2,560,141.0,25.18,0,0.0,2,2,0.7,46.8,8784,440127,3,1,0.99,48
1787,Aktau-Atyrau,KazTrans,FMCG,Spring,7.0,8.08,1.08,11.5,59.4,480,122.0,25.42,0,0.0,2,3,20.7,53.9,8958,355766,2,3,2.2,76
1788,Almaty-Astana,SteppeLog,Electronics,Autumn,14.0,18.2,4.2,329.3,60.4,1100,334.9,30.45,0,0.0,2,8,18.1,45.5,6593,148383,2,3,7.05,59
1789,Shymkent-Taraz,SteppeLog,FMCG,Autumn,3.0,4.34,1.34,20.7,46.1,200,58.2,29.1,0,0.0,2,2,20.8,47.7,10014,711812,2,0,0.72,59
1790,Almaty-Astana,SilkFreight,FMCG,Autumn,14.0,15.08,1.08,19.4,73.0,1100,294.4,26.77,0,0.0,3,3,19.1,47.5,5520,240836,1,2,1.76,46
1791,Almaty-Astana,EuroAsia Cargo,Industrial,Summer,14.0,14.82,0.82,36.4,74.2,1100,324.5,29.5,0,0.0,3,3,20.0,52.1,3398,260911,1,2,1.3,56
1792,Aktobe-Atyrau,EuroAsia Cargo,Pharma,Summer,8.0,8.54,0.54,16.3,65.6,560,147.0,26.26,0,0.0,2,2,5.4,57.5,9240,309136,1,2,2.92,28
1793,Astana-Omsk,EuroAsia Cargo,Food,Summer,10.0,14.4,4.4,31.6,52.8,760,220.3,28.99,1,3.23,3,3,2.3,59.4,9943,65605,1,3,2.04,46
1794,Astana-Omsk,SilkFreight,Electronics,Autumn,10.0,14.11,4.11,20.2,53.9,760,208.7,27.46,1,3.66,3,3,18.4,35.0,500,33959,0,0,0.93,15
1795,Aktau-Atyrau,EuroAsia Cargo,FMCG,Summer,7.0,7.53,0.53,24.9,63.8,480,115.8,24.13,0,0.0,2,2,21.6,55.2,11278,285844,1,0,1.67,23
1796,Almaty-Bishkek,SilkFreight,FMCG,Winter,4.0,7.97,3.97,17.6,30.1,240,75.0,31.25,1,2.0,3,3,17.8,41.0,11641,297135,2,0,0.11,40
1797,Astana-Novosibirsk,SilkFreight,Automotive,Spring,18.0,19.56,1.56,34.7,73.1,1430,412.6,28.85,1,0.5,1,1,19.5,60.8,13561,628891,0,0,1.09,48
1798,Astana-Novosibirsk,EuroAsia Cargo,Automotive,Summer,18.0,23.36,5.36,11.4,61.2,1430,422.1,29.52,1,3.6,1,1,17.6,65.7,10976,92694,4,1,1.69,87
1799,Astana-Omsk,SilkFreight,Automotive,Autumn,10.0,15.55,5.55,48.0,48.9,760,201.9,26.57,1,4.87,2,2,16.6,49.6,10640,462375,3,2,0.34,24
1800,Almaty-Astana,SilkFreight,FMCG,Summer,14.0,15.45,1.45,41.8,71.2,1100,350.9,31.9,0,0.0,2,2,18.2,56.9,14274,1048434,1,2,2.57,61
1801,Almaty-Astana,SteppeLog,FMCG,Summer,14.0,15.29,1.29,13.9,71.9,1100,338.9,30.81,0,0.0,2,2,17.0,42.4,7510,375624,5,3,0.46,78
1802,Astana-Omsk,TransCentral,Electronics,Winter,10.0,15.8,5.8,25.7,48.1,760,200.6,26.4,1,2.31,1,1,15.4,44.6,12510,802269,3,1,1.06,46
1803,Astana-Omsk,SilkFreight,FMCG,Winter,10.0,15.43,5.43,20.2,49.3,760,233.2,30.68,1,3.66,3,4,18.7,62.1,4891,383886,2,1,1.91,83
1804,Astana-Novosibirsk,EuroAsia Cargo,Automotive,Winter,18.0,28.32,10.32,0.0,50.5,1430,496.0,34.68,1,4.95,1,1,21.5,53.2,13883,832946,3,1,0.83,39
1805,Astana-Omsk,TransCentral,Food,Autumn,10.0,14.32,4.32,15.2,53.1,760,196.9,25.91,1,1.32,1,1,1.1,58.9,11754,901307,2,3,1.54,76
1806,Almaty-Astana,SteppeLog,Pharma,Autumn,14.0,15.94,1.94,2.7,69.0,1100,311.6,28.32,0,0.0,2,2,5.7,54.1,4674,250778,5,3,0.29,44
1807,Almaty-Bishkek,SilkFreight,Electronics,Autumn,4.0,7.98,3.98,36.2,30.1,240,79.9,33.29,1,3.18,1,1,16.5,43.2,9651,126571,2,2,0.94,65
1808,Shymkent-Taraz,SilkFreight,Industrial,Autumn,3.0,4.43,1.43,24.5,45.1,200,53.5,26.74,0,0.0,2,2,18.7,63.7,7533,86289,3,2,0.49,23
